Date,Salinity (ppt),DissolvedOxygen (mg/L),pH,SecchiDepth (m),WaterDepth (m),WaterTemp (C),AirTemp (C)
09-10-2008,0,5.3,7,0.5,0.6,20,20
09-10-2008,0,,6.5,0.2,0.3,21,21.11111111
09-10-2008,0,3.9,8,0.2,0.2,21,21.11111111
09-10-2008,0,6,6.5,1,1.4,21,20.55555556
28-10-2008,1,8.1,6.5,1.2,1.4,12,7.222222222
28-10-2008,1,,7.5,0.3,0.3,11,7.222222222
28-10-2008,3,7,7.5,0.7,0.9,11,7.222222222
28-10-2008,1,,7,0.9,0.9,13,7.222222222
28-10-2008,1,6.3,8,0.4,0.5,10,7.222222222
06-11-2008,3,7,7.5,0.3,0.3,15,15.55555556
06-11-2008,2,,7.5,0.3,0.3,15,15.55555556
06-11-2008,3,5.9,7,0.2,0.3,20,15
06-11-2008,1,6.8,6.5,0.8,0.85,15,15.55555556
06-11-2008,2,,6.5,1,1.2,15,15.55555556
18-11-2008,1,9.3,7,0.7,0.7,9,5
18-11-2008,1,,6.5,0.5,0.5,8.5,5.555555556
18-11-2008,1,6,6.5,0.7,1.4,10,5
18-11-2008,1,,7,0.4,0.5,7,5.555555556
18-11-2008,1,6.3,7,0.5,0.5,8,5
04-12-2008,1,6.6,7,0.7,0.7,7,8.333333333
04-12-2008,0,,,0.4,0.4,8,8.333333333
04-12-2008,0,,6.5,0.35,0.35,7,8.333333333
04-12-2008,1,,6.5,1.6,1.7,8,8.888888889
04-12-2008,0,7.1,6,0.9,1.5,8,8.333333333
16-12-2008,1,6.4,6.5,0.7,1.5,11,9.444444444
16-12-2008,1,,7,0.6,0.6,11,9.444444444
16-12-2008,1,,6.5,0.55,0.55,10,9.444444444
16-12-2008,1,6.4,7.5,0.3,0.5,10,9.444444444
16-12-2008,1,5.6,6.5,0.6,0.85,12,9.444444444
08-01-2009,,5.9,6.5,0.5,0.5,8.5,7.777777778
08-01-2009,,6.1,6.5,0.3,1.6,9,7.777777778
08-01-2009,,6.1,7,0.15,0.7,8.5,7.777777778
08-01-2009,,,6.5,0.5,0.5,8,6.111111111
08-01-2009,,,6.5,0.7,0.7,0.9,6.5
27-01-2009,0,,6.5,0.6,1.5,4,3.333333333
27-01-2009,0,,7,0.5,0.5,4,3.333333333
27-01-2009,0,8,7,0.3,0.3,4,3.333333333
27-01-2009,0,6.4,7,0.03,0.03,5,3.333333333
27-01-2009,0,6.9,6.5,0.5,0.8,4,3.333333333
05-02-2009,1,9.1,7,0.3,0.3,2,-3.333333333
05-02-2009,0,9.7,6.5,0.7,1.4,2,-3.333333333
05-02-2009,0,8.4,7,0.5,0.5,1,-3.333333333
05-02-2009,0,,7,0.4,0.4,1,-3.333333333
05-02-2009,0,,6.5,0.4,0.4,2,-3.333333333
19-02-2009,0,5.2,6.5,0.8,0.9,10,12.77777778
19-02-2009,0,8,7,0.25,0.25,10,12.77777778
19-02-2009,1,9,7,3.5,3.5,12,12.77777778
19-02-2009,0,,7,0.5,0.5,11,12.77777778
19-02-2009,0,,6.5,1.9,2.5,9,13.33333333
05-03-2009,0,7.5,6.5,0.5,0.5,8,4.444444444
05-03-2009,1,9,7,0.3,0.3,12,4.444444444
05-03-2009,,,6.5,0.75,0.75,8,4.444444444
05-03-2009,0,,7,0.2,0.2,8,4.444444444
05-03-2009,0,8,7,0.9,1.6,,4.444444444
17-03-2009,,,6.5,0.7,1.6,9,6.666666667
17-03-2009,,,7,0.6,0.6,9,6.666666667
17-03-2009,,8.6,7,0.45,0.45,9,6.666666667
17-03-2009,,7.1,6.5,0.6,8.5,9,7.777777778
17-03-2009,,6.6,7,0.3,0.3,9,7.777777778
03-04-2009,0,,7,0.5,1.2,14,8.888888889
05-04-2009,0,5.3,6.5,0.5,0.5,12,8.888888889
05-04-2009,0,6.7,6.5,0.5,1.5,14,8.888888889
05-04-2009,0,,7,0.5,0.8,15,8.888888889
05-04-2009,0,7.5,7,0.3,0.8,15,8.888888889
05-04-2009,0,,7.5,0.2,0.2,13,8.888888889
21-04-2009,0,,6.5,0.7,1.6,18,17.22222222
21-04-2009,0,,8.5,0.35,0.35,20,17.22222222
21-04-2009,0,5.3,8,0.4,0.6,21,16.66666667
21-04-2009,0,3.7,6.5,0.4,0.6,19,16.11111111
21-04-2009,0,6.3,7,0.5,0.8,,16.11111111
07-05-2009,0,,7,0.1,0.3,22,20.55555556
07-05-2009,0,5,7,0.6,1.7,23,21.11111111
07-05-2009,0,6,,0.4,0.4,22,21.11111111
07-05-2009,0,,6.5,0.4,0.6,22,20.55555556
07-05-2009,0,6.9,7,0.5,1.1,21,20.55555556
21-05-2009,0,4.8,9,0.1,0.3,20,16.11111111
21-05-2009,0,,6.5,0.5,1.6,22,16.66666667
21-05-2009,0,,8,0.4,0.4,20,16.66666667
21-05-2009,0,4.1,7,0.5,0.7,21,16.11111111
21-05-2009,0,8.1,8.5,0.03,0.03,19,15.55555556
02-06-2009,,3.9,9,0.4,0.4,28,23.88888889
02-06-2009,0,,7,0.5,0.5,27,24.44444444
02-06-2009,0,5.8,8.5,0.5,0.5,24,22.77777778
02-06-2009,0,,7,0.9,0.9,28,24.44444444
02-06-2009,0,4,6.5,0.7,1.5,26,22.77777778
23-06-2009,0,4.2,7,0.5,0.5,16,22.77777778
23-06-2009,0,,6.5,0.7,1.6,27,23.33333333
23-06-2009,0,6.6,9,0.7,0.7,24,22.77777778
23-06-2009,0,,9,0.4,0.8,30,23.33333333
23-06-2009,0,0.8,8.5,0.2,0.2,27,22.77777778
07-07-2009,2,5.3,9,0.8,0.8,25,23.88888889
07-07-2009,0,,6.5,0.6,0.6,28,24.44444444
07-07-2009,0,,7,0.2,0.2,27,24.44444444
07-07-2009,0,4.2,6.5,0.35,0.35,26,23.88888889
07-07-2009,0,4,6.5,1.6,1.7,26,23.88888889
21-07-2009,0,1.8,7,0.5,0.5,25,22.22222222
21-07-2009,0,3.2,6.5,0.45,0.45,27,22.22222222
21-07-2009,0,,6.5,0.7,1.3,26,22.77777778
21-07-2009,1,3.1,8.5,0.65,0.65,25,22.22222222
21-07-2009,0,,7,0.5,0.5,26,22.77777778
04-08-2009,0,3.3,8.5,0.8,0.8,28,26.66666667
04-08-2009,0,4.8,6.5,0.7,1.4,,26.66666667
04-08-2009,0,,6.5,0.5,0.5,30,27.77777778
04-08-2009,0,,7.5,0.28,0.28,30,27.77777778
04-08-2009,0,2.5,,0.4,0.4,28,26.66666667
20-08-2009,0,3.5,6.5,0.5,0.5,29,26.66666667
20-08-2009,0,3,7.5,0.8,0.8,27,26.66666667
20-08-2009,0,,7.5,,,29,27.22222222
20-08-2009,0,4.3,7.5,0.4,0.4,29,27.22222222
20-08-2009,0,,7.5,0.8,1.4,30,27.22222222
01-09-2009,2,2.7,7,0.6,0.6,22,21.11111111
01-09-2009,0,4.6,7.5,0.6,0.6,22,21.11111111
01-09-2009,0,,7.5,0.5,0.6,21,21.11111111
01-09-2009,0,,6.5,0.3,0.6,23,21.11111111
01-09-2009,1,7.7,6,0.5,1.5,21,21.11111111
17-09-2009,2,4.1,7,0.8,0.8,24,21.11111111
17-09-2009,0,1.1,6.5,0.1,0.6,24,25.55555556
17-09-2009,0,,6.5,0.5,2.6,23,21.11111111
17-09-2009,0,1.9,6.5,0.3,0.6,24,21.11111111
01-10-2009,0,3.8,6,1.6,1.7,20,20.55555556
01-10-2009,0,,6.5,0.5,0.7,20,20.55555556
01-10-2009,0,,6.5,0.5,0.5,20,20.55555556
01-10-2009,1,6.9,7,0.8,0.8,20,20.55555556
01-10-2009,0,4.2,7,0.3,0.3,21,20.55555556
20-10-2009,0,,6.5,1.4,1.5,14,14.44444444
20-10-2009,0,6.3,6.5,0.5,0.5,14,5.555555556
20-10-2009,0,2.3,7,0.4,0.4,12,13.33333333
20-10-2009,0,,7,0.25,0.25,14.5,14.44444444
20-10-2009,0,6.8,7,0.5,0.5,13,14.44444444
05-11-2009,0,5.9,,0.5,0.5,16,15.55555556
05-11-2009,0,,7.5,0.5,0.5,17,15.55555556
05-11-2009,0,,6.5,0.1,1.5,16,15.55555556
05-11-2009,0,7.6,6.5,0.8,0.8,16,15.55555556
05-11-2009,0,,7,0.6,0.6,17,15.55555556
20-11-2009,0,,6.5,0.48,0.48,16,14.44444444
20-11-2009,0,,6.5,0.5,0.8,15,14.44444444
20-11-2009,0,6,6,0.8,1.6,15,14.44444444
20-11-2009,0,5.3,6.5,0.5,0.5,16,14.44444444
20-11-2009,2,7.2,7,0.7,0.9,16,14.44444444
01-12-2009,0,7.8,6.5,0.82,0.88,10,7.777777778
01-12-2009,0,,6.5,0.5,0.5,12,8.888888889
01-12-2009,0,6.4,6.5,0.7,0.7,12,7.777777778
01-12-2009,0,,6,1.2,1.6,12,8.888888889
01-12-2009,0,5.3,7,0.58,0.58,10,8.333333333
15-12-2009,1,,6.5,0.5,0.8,11,10.55555556
15-12-2009,2,7.2,5.5,1.3,1.65,10,10.55555556
15-12-2009,1,,6.5,0.4,0.4,10,10.55555556
15-12-2009,,2,6.3,0.7,0.8,11,10.55555556
15-12-2009,2,6.3,6.5,0.67,0.67,11,10.55555556
07-01-2010,,,,,,,-1.111111111
07-01-2010,,,,,,,-1.111111111
07-01-2010,0,7,6.5,,,4,-1.111111111
07-01-2010,,,,,,,-1.111111111
07-01-2010,,,,,,,-1.111111111
05-02-2010,,,,,,,-17.77777778
05-02-2010,,,6.5,0.8,0.8,5,2.777777778
05-02-2010,,9.5,6.5,0.6,1.2,5,3.888888889
05-02-2010,,7,6.5,0.4,0.4,5,3.888888889
05-02-2010,,,6.5,0.7,0.9,5,2.777777778
18-02-2010,,,6,1.4,1.6,5,3.333333333
18-02-2010,,,6,0.9,1.1,5,3.888888889
18-02-2010,,,6.5,0.95,0.95,5,3.333333333
18-02-2010,,,6.5,0.2,0.65,4,3.333333333
18-02-2010,,,,0.6,0.6,5,3.333333333
05-03-2010,0,8.7,6.5,1.2,1.5,6,4.444444444
05-03-2010,0,,6.5,,,6,4.444444444
05-03-2010,0,9.5,6.5,0.6,0.6,7,4.444444444
05-03-2010,0,7.7,6.5,0.2,0.4,10,4.444444444
05-03-2010,0,,6.5,0.6,0.6,7,4.444444444
16-03-2010,,,,,,,-17.77777778
16-03-2010,0,,6.5,0.6,0.6,9,6.666666667
16-03-2010,0,7.9,6.5,0.3,0.8,10,6.666666667
16-03-2010,0,8.1,7,0.55,0.6,11,6.666666667
16-03-2010,0,5.7,6,0.5,0.7,12,6.666666667
06-04-2010,1,5.9,6.5,0.8,1,20,22.22222222
06-04-2010,0,5.1,6.5,0.5,0.5,22,22.22222222
06-04-2010,0,,6.5,0.2,0.5,21,22.77777778
06-04-2010,0,,6.5,0.7,0.8,21,22.77777778
06-04-2010,0,6.3,6,0.7,1.7,22,22.22222222
23-04-2010,0,,6.5,0.8,1.7,17,15.55555556
23-04-2010,0,4,6.5,0.4,0.4,16,15.55555556
23-04-2010,0,4,6.5,0.5,0.6,18,15
23-04-2010,0,,6.5,0.4,0.4,18,15.55555556
23-04-2010,1,6.7,6.5,0.6,0.6,16,14.44444444
06-05-2010,0,5,6.5,0.8,1.5,25,24.44444444
06-05-2010,0,,6.5,0.6,0.6,25,24.44444444
06-05-2010,0,4.9,6.5,0.3,0.3,24,24.44444444
06-05-2010,0,,7,0.4,0.45,25,24.44444444
06-05-2010,0,6.5,7,0.75,0.9,23,24.44444444
19-05-2010,0,7,6.5,0.5,0.6,17,15
19-05-2010,0,5.2,7.5,0.4,0.4,16,15
19-05-2010,0,,6.5,0.7,0.7,19,15.55555556
19-05-2010,0,,6.5,0.8,1.6,19,15.55555556
19-05-2010,0,4.6,6.5,0.6,0.7,20,15
01-06-2010,0,,6.5,0.5,0.5,26,25
01-06-2010,0,,7,0.3,0.3,25,25
01-06-2010,0,5.1,7,0.3,0.3,25,25
01-06-2010,0,5.2,6,0.7,1.5,25,25
01-06-2010,0,6.8,7,0.7,0.9,25,25
15-06-2010,0,,7,0.3,0.3,29,26.66666667
15-06-2010,0,4.5,6.5,0.5,0.5,29,27.22222222
15-06-2010,0,,6.5,0.6,1.4,28,26.66666667
15-06-2010,0,4.2,7,0.2,0.2,28,27.22222222
15-06-2010,0,5.4,7,0.5,0.5,28,26.66666667
08-07-2010,0,5.2,7.5,0.4,0.4,30,27.77777778
08-07-2010,0,,7,0.4,0.4,31,27.77777778
08-07-2010,0,,6.5,0.6,0.6,31,27.77777778
08-07-2010,0,5.2,6.5,0.7,1.2,31,27.22222222
08-07-2010,0,3.6,8.5,0.4,0.45,29,27.22222222
20-07-2010,0,,8,0.6,1.3,31,29.44444444
20-07-2010,0,4.1,6.5,0.5,0.9,28,28.88888889
20-07-2010,0,3.9,7,0.7,1,27,27.77777778
20-07-2010,0,3.7,7,0.4,0.4,29,28.88888889
20-07-2010,0,,7,0.4,0.4,31,29.44444444
03-08-2010,0,,7,0.1,0.4,29,28.33333333
03-08-2010,0,6,6.5,0.8,1.2,28,27.77777778
03-08-2010,0,,6.5,0.9,0.9,28,28.33333333
03-08-2010,0,4.5,6.5,0.4,0.4,28,28.33333333
03-08-2010,0,5.1,7,0.5,0.5,26,27.77777778
17-08-2010,0,,7.5,0.9,1.2,31,30.55555556
17-08-2010,0,3.4,7,0.5,0.5,,30.55555556
17-08-2010,0,3.1,8,0.5,0.9,27,30
17-08-2010,0,4.2,6.5,0.8,0.9,28,30
17-08-2010,0,,7,0.2,0.4,29,30.55555556
02-09-2010,0,3.3,7,0.5,0.7,26,24.44444444
02-09-2010,0,2.3,7,0.6,0.6,27,24.44444444
02-09-2010,0,2.7,6.5,0.85,1.2,26,24.44444444
02-09-2010,0,,8,0.4,0.4,27,25
02-09-2010,0,,6.5,0.8,0.8,28,25
22-09-2010,0,4,7.5,0.5,0.8,26,23.88888889
22-09-2010,0,,8,0.3,0.3,26,23.88888889
22-09-2010,0,5,8.5,0.6,0.8,26,23.33333333
22-09-2010,0,3.2,9,0.2,0.35,26,23.88888889
22-09-2010,0,,6.5,1,1.2,25,24.44444444
14-10-2010,0,,6.5,0.2,0.3,19,19.44444444
14-10-2010,0,3.9,7.5,0.5,0.8,19,-17.77777778
14-10-2010,0,5.9,6.5,0.8,1.3,19,20
14-10-2010,0,,6.5,0.2,0.9,20,19.44444444
02-11-2010,0,,7,0.3,0.3,13,12.77777778
02-11-2010,0,7.2,6.5,1,1.4,13,12.77777778
02-11-2010,0,5,7.5,0.4,0.4,12,12.77777778
02-11-2010,0,,6.5,0.8,0.9,14,12.77777778
02-11-2010,0,7.3,7.5,0.5,0.5,13,12.77777778
16-11-2010,0,6.7,8,0.5,0.8,15,15.55555556
16-11-2010,0,4.3,8.5,0.2,0.2,16,15.55555556
16-11-2010,0,,8.5,0.5,0.5,15,16.11111111
16-11-2010,0,8.2,6.5,0.9,0.9,14,15.55555556
16-11-2010,0,,6,1.2,1.3,,16.11111111
07-12-2010,0,5.7,7,0.3,0.5,4,-1.111111111
07-12-2010,0,,7,4.5,4.5,3,-1.111111111
07-12-2010,0,10.3,6,1.1,1.1,2,-1.111111111
07-12-2010,0,8.8,7,0.5,0.5,2,-1.111111111
07-12-2010,0,,6.5,0.3,0.7,1,-1.111111111
21-12-2010,,,,,,,-0.555555556
21-12-2010,0,4.3,7,0.4,0.4,3,-0.555555556
21-12-2010,0,6.7,7,0.1,0.3,,-0.555555556
21-12-2010,,,,,,,-0.555555556
21-12-2010,0,,6.5,1.3,1.3,3,-0.555555556
04-01-2011,0,,7,0.5,0.5,4,0
04-01-2011,0,,6.5,1.3,1.3,4,0
04-01-2011,0,3.1,6.5,0.2,0.45,5,-0.555555556
04-01-2011,0,7.2,6.5,0.4,0.4,5,0
04-01-2011,0,5.9,6.5,0.8,0.8,,0
18-01-2011,0,,6.5,0.5,0.65,6,4.444444444
18-01-2011,0,10,6.5,1.4,1.4,6,3.888888889
18-01-2011,0,5.1,6.5,0.6,0.8,5,4.444444444
18-01-2011,0,,7,0.5,0.5,5,4.444444444
18-01-2011,0,6.2,7,0.2,0.6,7,3.888888889
08-02-2011,0,3.9,6.5,,,7,7.777777778
08-02-2011,0,,6.5,,,9,7.777777778
08-02-2011,0,,7,,,10,7.777777778
08-02-2011,0,3.6,7,,,9,7.777777778
08-02-2011,0,3.8,6.5,0.2,0.6,8,7.777777778
03-03-2011,0,3.7,7,,,8,4.444444444
03-03-2011,0,3.9,7.5,,,7,3.333333333
03-03-2011,0,,7,,,6,4.444444444
03-03-2011,,5,6,,,8,3.333333333
03-03-2011,0,,7,,,8.5,-1.111111111
24-03-2011,0,,,,,,8.888888889
24-03-2011,0,,6.5,0.7,1.4,14,8.888888889
24-03-2011,0,3.3,7,0.2,0.55,33,11.11111111
24-03-2011,0,3,6.5,0.4,1,14,8.888888889
24-03-2011,0,3.9,7,0.5,0.5,14,8.888888889
14-04-2011,0,6.9,6.5,0.9,1.4,19,14.44444444
14-04-2011,0,5.6,8,0.3,0.3,19,14.44444444
14-04-2011,0,3.5,7,0.4,0.6,16.5,14.44444444
14-04-2011,0,,7,2.5,3,19,14.44444444
14-04-2011,0,,6,0.2,0.6,18,14.44444444
28-04-2011,0,,7,0.17,0.17,23,24.44444444
28-04-2011,0,5.2,7,0.3,1.3,23,24.44444444
28-04-2011,0,,6.5,0.7,1.3,23,24.44444444
28-04-2011,0,4,6.5,0.3,0.3,24,24.44444444
28-04-2011,0,3.6,7,0.17,0.17,23,24.44444444
12-05-2011,0,,8.5,,,23,18.88888889
12-05-2011,0,3.7,6.5,,,19,18.33333333
12-05-2011,0,4.5,7,,,18,18.33333333
12-05-2011,0,,7.5,,,24,18.88888889
12-05-2011,0,3.7,9,,,23,18.88888889
26-05-2011,0,,7.5,1.2,0.9,28,26.66666667
26-05-2011,0,3.7,7.5,0.5,0.9,25,26.11111111
26-05-2011,0,2.4,7.5,0.7,0.8,28,26.11111111
26-05-2011,,,,,,,26.66666667
26-05-2011,0,1.5,,0.2,0.4,27,26.11111111
09-06-2011,0,4.8,7,0.6,1.2,29,29.44444444
09-06-2011,0,,8,0.3,0.3,30,29.44444444
09-06-2011,0,3.2,8,0.4,0.8,27,29.44444444
09-06-2011,0,,7.5,0.6,0.9,29,29.44444444
23-06-2011,0,5.6,8,0.5,0.9,26,26.66666667
23-06-2011,0,5.7,7.5,0.5,0.8,27,30.55555556
23-06-2011,0,,8,0.6,1,28,30.55555556
23-06-2011,0,5.8,8,0.3,0.3,27,31.66666667
14-07-2011,0,3,8.5,0.4,0.6,26,23.88888889
14-07-2011,0,,7,0.4,0.4,28,24.44444444
14-07-2011,0,5.6,6.5,0.8,1.1,27,24.44444444
14-07-2011,0,,7,0.7,0.7,27,24.44444444
28-07-2011,0,2.4,7,0.4,0.4,30,29.44444444
28-07-2011,0,3.2,7.5,0.8,0.8,31,30.55555556
28-07-2011,0,2,9,0.5,0.7,29,29.44444444
28-07-2011,0,,7,0.9,1.5,31,30
11-08-2011,0,,7.5,0.6,0.6,29,28.33333333
11-08-2011,0,,7.5,0.3,0.3,30,28.33333333
11-08-2011,0,3.5,9,0.4,0.7,28,27.77777778
11-08-2011,0,2,7,0.9,0.9,29,27.77777778
08-09-2011,0,5,6.5,0.5,0.8,27,25.55555556
08-09-2011,0,5,7,0.6,1.1,26,25.55555556
08-09-2011,0,3.1,6.5,0.1,0.2,27,25.55555556
08-09-2011,0,,6.5,1.4,1.5,27,25.55555556
22-09-2011,0,4.6,6.5,0.6,1.4,25,25.55555556
22-09-2011,0,,7,0.15,0.15,25,25.55555556
22-09-2011,0,5.3,8,0.5,0.7,24,25.55555556
22-09-2011,0,,5,0.7,0.7,25,25.55555556
13-10-2011,0,,6,0.5,1.5,23,23.88888889
13-10-2011,0,4.2,7.5,0.5,0.7,21,23.88888889
13-10-2011,0,3,7,0.05,0.05,22,23.88888889
13-10-2011,0,4,6.5,0.7,0.8,22,23.88888889
27-10-2011,0,,7,0.8,0.9,17,16.66666667
27-10-2011,0,,6,0.7,1.4,17,16.66666667
27-10-2011,0,7.4,7.5,0.5,0.9,16,16.66666667
27-10-2011,0,,7.5,0.4,0.4,16,16.66666667
10-11-2011,0,5.2,7.5,0.7,0.7,16,15.55555556
10-11-2011,0,,6.5,0.8,1.5,17,15.55555556
10-11-2011,0,8.6,,0.6,0.8,19,15.55555556
10-11-2011,0,7.9,7.5,0.2,0.2,19,15.55555556
22-11-2011,0,7.3,7,0.2,0.6,16,16.11111111
22-11-2011,0,,7,0.5,0.9,19,16.11111111
22-11-2011,0,8,,0.8,0.9,15,16.11111111
22-11-2011,0,,7.5,0.2,0.5,14,16.11111111
08-12-2011,0,,6.5,0.8,1.4,12,8.333333333
08-12-2011,0,5,7,0.1,0.4,13,8.333333333
08-12-2011,0,7.9,7,0.35,0.7,12,8.333333333
08-12-2011,0,8,7,0.8,0.9,12,8.333333333
22-12-2011,0,9.8,7,1,1.4,16,15.55555556
22-12-2011,0,,7,0.3,0.3,14,15.55555556
22-12-2011,0,,7,0.9,0.9,13,15.55555556
22-12-2011,0,7.8,7,0.3,0.7,17,15.55555556
11-01-2012,0,8.2,6.5,0.9,0.9,12,11.66666667
11-01-2012,0,,6.5,1,1.4,10,12.22222222
11-01-2012,0,6,7,0.3,0.3,11,12.22222222
11-01-2012,0,6.9,7.5,0.2,0.7,12,12.22222222
26-01-2012,0,7.2,6.5,1.2,1.4,11,10
26-01-2012,0,,7,0.3,0.3,12,10
26-01-2012,0,6.5,7,0.2,0.8,11,10
26-01-2012,0,,6.5,1,1,12,10
09-02-2012,0,5.3,7.5,0.2,0.3,8,3.888888889
09-02-2012,0,7.5,7,0.3,0.3,8,3.888888889
09-02-2012,0,5.8,7,1,1,8,3.888888889
09-02-2012,0,,6.5,1.3,1.4,6,3.888888889
21-02-2012,0,,7.5,0.35,0.35,10,4.444444444
21-02-2012,0,,7,0.9,0.9,9,7.777777778
21-02-2012,0,6.2,7,0.2,0.2,8,7.777777778
21-02-2012,0,10,6.5,1,1.5,8,7.777777778
01-03-2012,0,,6.5,,,15,21.11111111
01-03-2012,0,4.3,7.5,,,16,21.11111111
01-03-2012,0,6.3,7.5,0.2,0.4,16,20.55555556
01-03-2012,0,5.3,7.5,0.2,0.6,,20.55555556
08-03-2012,0,9.5,6.5,1.2,1.5,14,14.44444444
08-03-2012,0,,7.5,0,0.2,14,14.44444444
08-03-2012,0,7.2,7,0.4,0.6,13,14.44444444
08-03-2012,0,,6.5,0.5,0.5,15,14.44444444
12-04-2012,0,,7,0.9,1.3,12,10.55555556
12-04-2012,0,6.5,8,0.4,0.6,11,10.55555556
12-04-2012,0,7,7.5,0.3,0.3,13,10.55555556
12-04-2012,0,7,7,0.6,0.7,14,10.55555556
26-04-2012,0,,7.5,0.6,0.8,17,17.22222222
26-04-2012,0,7.4,6.5,0.8,1.4,17,17.22222222
26-04-2012,0,7.1,7.5,0.4,0.8,17,17.22222222
26-04-2012,0,,8,0.3,0.3,18,17.22222222
10-05-2012,0,,6.5,0.8,1.5,20,17.77777778
10-05-2012,0,4.5,7,0.7,0.9,21,17.22222222
10-05-2012,0,5.3,8,0.4,0.7,19,17.22222222
10-05-2012,0,6.7,7,0.5,0.5,20,17.77777778
24-05-2012,0,,8,0.5,0.5,25,22.22222222
24-05-2012,0,6.1,6.5,0.9,1.5,25,22.22222222
24-05-2012,0,6.1,8.5,0.5,0.8,24,22.22222222
24-05-2012,0,,6.5,0.6,0.7,25,22.22222222
14-06-2012,0,4.5,7.5,0.2,0.2,22,21.11111111
14-06-2012,0,4.9,7,0.6,0.7,22,20.55555556
14-06-2012,0,,6.5,0.7,4.5,23,21.11111111
14-06-2012,0,3.9,8.5,0.5,0.7,22,20.55555556
28-06-2012,0,5,6.5,0.6,1.3,27,22.77777778
28-06-2012,0,4.9,,0.45,0.7,26,22.22222222
28-06-2012,0,,7,0.65,0.9,27,23.33333333
28-06-2012,0,,7.4,0.5,0.5,26,22.77777778
19-07-2012,0,5.9,8.5,0.5,0.9,28,27.77777778
19-07-2012,0,,6.5,0.6,0.6,30,28.33333333
19-07-2012,0,,7,0.4,0.4,28,28.33333333
19-07-2012,0,4.2,7,0.8,1.4,30,27.77777778
09-08-2012,0,3,7,0.5,0.9,28,26.66666667
09-08-2012,0,4.2,7.5,0.6,0.8,,26.66666667
09-08-2012,0,2.9,7.5,0.3,0.4,27,26.66666667
09-08-2012,0,,6.5,0.9,1.4,27,26.66666667
23-08-2012,0,,6.5,0.6,0.7,26,25
23-08-2012,0,5.5,6.5,0.7,1.4,26,24.44444444
23-08-2012,0,6.1,8,0.5,0.7,25,25
23-08-2012,0,,7.5,0.3,0.4,27,25
04-09-2012,0,,6.5,0.9,1.4,28,26.66666667
04-09-2012,0,5.2,7,0.2,0.2,,26.66666667
04-09-2012,0,4.3,6.5,0.7,0.7,28,26.66666667
04-09-2012,0,3.7,7,0.3,0.8,25,29.44444444
13-09-2012,,5.2,6.5,1,1.25,23,21.11111111
13-09-2012,,5,7,0.4,0.5,21,21.11111111
13-09-2012,,,8.5,0.1,0.1,23,22.77777778
13-09-2012,,,7,0.6,0.6,24,23.33333333
04-10-2012,0,5.8,6.5,0.9,1.2,24,23.88888889
04-10-2012,0,,8,0.1,0.5,24,23.88888889
04-10-2012,0,4.8,8,0.5,0.7,24,23.88888889
04-10-2012,0,,7,0.6,0.6,24,23.88888889
19-10-2012,0,3.7,9,0.5,0.8,,21.11111111
19-10-2012,0,5.5,7.5,0.6,0.8,22,21.11111111
19-10-2012,0,,7,0.9,1.4,20,21.11111111
19-10-2012,0,7.1,7,0.4,0.4,20,21.11111111
08-11-2012,0,,6.5,0.35,0.35,9,7.222222222
08-11-2012,0,,6.5,0.5,1.9,10,7.222222222
08-11-2012,0,7.6,7,0.2,0.2,10,7.222222222
08-11-2012,0,8.6,6,0.5,1.5,9,7.222222222
29-11-2012,0,8.9,7,0.1,0.5,7,8.888888889
29-11-2012,0,9.7,7,0.4,0.4,9,9.444444444
29-11-2012,0,9,6.5,0.2,0.2,8,8.888888889
29-11-2012,0,,7,1.4,1.5,8,10
13-12-2012,0,,7,0.4,0.5,9,8.888888889
13-12-2012,0,,7,0.9,0.9,9,8.888888889
13-12-2012,0,8.8,6.5,0.9,1.6,9,8.888888889
13-12-2012,0,8.4,7,0.2,0.3,9,8.888888889
10-01-2013,0,,6.5,1,1.5,9,9.444444444
10-01-2013,0,8.5,7,0.4,0.5,9,8.888888889
10-01-2013,0,7.2,,0.3,0.3,10,9.444444444
10-01-2013,0,6.9,6.5,0.8,0.9,8,8.888888889
24-01-2013,0,,7,0.3,0.3,4,0
24-01-2013,0,8.7,7,0.1,0.4,3,0
24-01-2013,0,,7,0.4,0.7,4,0
24-01-2013,0,,6.5,0.9,1.6,4,0
14-02-2013,0,7.7,7,0.7,2.5,9,7.222222222
14-02-2013,0,,6.5,1.6,1.6,9,7.222222222
14-02-2013,0,5.7,6.5,0.7,1.1,,7.222222222
28-02-2013,0,9.8,6.5,1.5,1.5,9,8.888888889
28-02-2013,0,,7,0.2,0.2,10,8.888888889
28-02-2013,0,8.5,7,0.2,0.7,10,8.888888889
28-02-2013,0,,,2.2,,10,8.888888889
13-03-2013,,5,6.5,,,11,8.888888889
13-03-2013,,7.6,7.5,0.2,0.2,11,7.222222222
13-03-2013,,10,7.5,0.2,0.6,11,7.222222222
13-03-2013,,,6.5,1.5,1.6,11,7.222222222
28-03-2013,0,,7.5,0.4,0.4,8,8.888888889
28-03-2013,0,10,7,0.2,0.3,8,8.888888889
28-03-2013,0,,6.5,0.5,0.5,9,8.888888889
28-03-2013,0,10,6.5,1.4,1.6,8,8.888888889
11-04-2013,0,,6.5,1.2,1.4,20,20
11-04-2013,0,5.8,7.5,0.4,0.4,20,20
11-04-2013,0,8,7,0.3,0.9,20,17.77777778
